,stop_1,stop_2,stop1_lat,stop1_lon,stop2_lat,stop2_lon,hav_distance
31,Ted Turner Dr (N) at Brotherton St,Ted Turner Dr at Mitchell St,33.748891,-84.397938,33.75221,-84.395785,0.261
32,Ted Turner Dr at Mitchell St,Mitchell St at Forsyth St,33.75221,-84.395785,33.751731,-84.394568,0.077
33,Mitchell St at Forsyth St,Mitchell St at Peachtree St,33.751731,-84.394568,33.750977,-84.393194,0.095
34,Mitchell St at Peachtree St,Central Ave at MLK Jr Dr,33.750977,-84.393194,33.751302,-84.389382,0.22
35,Central Ave at MLK Jr Dr,Central Ave at Wall St,33.751302,-84.389382,33.752412,-84.388429,0.094
37,Central Ave at Wall St,Peachtree Center Ave at Auburn Ave,33.752412,-84.388429,33.755261,-84.386054,0.24
70,Arts Center  Station,Mall of Georgia Park and Ride,33.789216,-84.387692,34.067771,-83.982602,30.162
71,Mall of Georgia Park and Ride,Hamilton Mill Park and Ride,34.067771,-83.982602,34.0752,-83.921589,3.53
72,Forsyth St at MLK Jr Dr,Mitchell St at Peachtree St,33.752301,-84.393936,33.750977,-84.393194,0.101
86,Baker St at Peachtree St,Baker St at Williams St,33.762306,-84.38718,33.762355,-84.390278,0.178
87,Baker St at Peachtree St,Baker St at Williams St,33.762347,-84.387038,33.762355,-84.390278,0.186
89,Baker St at Williams St,Town Center/Big Shanty Park and Ride,33.762355,-84.390278,34.026778,-84.571143,21.009
90,Town Center/Big Shanty Park and Ride,Acworth Park and Ride,34.026778,-84.571143,34.077262,-84.65646,6.002
91,BrandsMart Park and Ride,Stockbridge Park and Ride,33.547074,-84.285489,33.548174,-84.278993,0.382
92,Stockbridge Park and Ride,Civic Center Station (NB),33.548174,-84.278993,33.766731,-84.387403,16.337
104,Civic Center Station (SB),Peachtree St at Baker St,33.766146,-84.387608,33.762634,-84.387348,0.243
105,Civic Center Station (SB),Peachtree St at Baker St,33.766146,-84.387608,33.762633,-84.387348,0.243
106,Peachtree St at Baker St,John Portman Blvd at Courtland St,33.762634,-84.387348,33.760901,-84.384659,0.195
108,Peachtree St at Baker St,John Portman Blvd at Courtland St,33.762633,-84.387348,33.760901,-84.384659,0.195
110,John Portman Blvd at Courtland St,Courtland St at Ellis St,33.760901,-84.384659,33.758501,-84.384307,0.167
111,John Portman Blvd at Courtland St,Courtland St at Ellis St,33.760901,-84.384659,33.7585,-84.384307,0.167
114,Courtland St at Ellis St,Courtland St at Auburn Ave,33.758501,-84.384307,33.755913,-84.384348,0.179
115,Courtland St at Ellis St,Courtland St at Auburn Ave,33.758501,-84.384307,33.755912,-84.384348,0.179
116,Courtland St at Ellis St,Courtland St at Auburn Ave,33.7585,-84.384307,33.755913,-84.384348,0.179
117,Courtland St at Ellis St,Courtland St at Auburn Ave,33.7585,-84.384307,33.755912,-84.384348,0.179
118,Courtland St at Auburn Ave,Courtland St at Gilmer St,33.755913,-84.384348,33.753112,-84.385795,0.211
119,Courtland St at Auburn Ave,Courtland St at Gilmer St,33.755912,-84.384348,33.753112,-84.385795,0.211
120,Courtland St at Gilmer St,Washington St at MLK Jr Dr,33.753112,-84.385795,33.75036,-84.388304,0.239
121,Washington St at MLK Jr Dr,Pryor St at Mitchell St,33.75036,-84.388304,33.75076,-84.39159,0.191
122,Pryor St at Mitchell St,Pryor St at Garnett St,33.75076,-84.39159,33.748349,-84.393486,0.199
123,Pryor St at Garnett St,McDonough Park and Ride,33.748349,-84.393486,33.416873,-84.181227,25.958
141,Baker St at Williams St,Woodstock Park and Ride,33.762355,-84.390278,34.081564,-84.541754,23.704
178,Washington St at MLK Jr Dr,MLK Jr Dr at Peachtree St,33.75036,-84.388304,33.751933,-84.391726,0.225
179,MLK Jr Dr at Peachtree St,Forsyth St at MLK Jr Dr,33.751933,-84.391726,33.752301,-84.393936,0.129
180,Forsyth St at MLK Jr Dr,Ted Turner Dr (S) at Brotherton St,33.752301,-84.393936,33.749065,-84.398154,0.33
181,Ted Turner Dr (S) at Brotherton St,Stone Mountain Park and Ride,33.749065,-84.398154,33.822687,-84.110042,17.309
182,Stone Mountain Park and Ride,Hewatt Rd Park and Ride,33.822687,-84.110042,33.839357,-84.059862,3.102
183,Hewatt Rd Park and Ride,Snellville Park and Ride,33.839357,-84.059862,33.854053,-84.014637,2.787
184,Cumming Park and Ride,North Ave at Peachtree St,34.181736,-84.142303,33.771285,-84.385403,31.596
185,North Ave at Peachtree St,Ivan Allen at Alexander St,33.771285,-84.385403,33.764941,-84.386791,0.446
186,Ivan Allen at Alexander St,Peachtree St at Baker St,33.764941,-84.386791,33.762634,-84.387348,0.163
187,Ivan Allen at Alexander St,Peachtree St at Baker St,33.764941,-84.386791,33.762633,-84.387348,0.163
205,East Conyers Park and Ride,Ted Turner Dr (N) at Brotherton St,33.641222,-83.986899,33.748891,-84.397938,24.773
225,Ted Turner Dr at West Peachtree Pl,Civic Center Station (SB),33.763941,-84.388931,33.766146,-84.387608,0.17
237,Spring St just before Linden Ave,Civic Center Station (SB),33.770226,-84.38896,33.766146,-84.387608,0.292
257,Pryor St at Garnett St,Union City Park and Ride,33.748349,-84.393486,33.58684,-84.512402,13.088
258,Union City Park and Ride,Newnan Park and Ride,33.58684,-84.512402,33.403708,-84.723119,17.536
311,Pryor St at Garnett St,BrandsMart Park and Ride,33.748349,-84.393486,33.547074,-84.285489,15.231
373,Pryor St at Garnett St,Jonesboro Park and Ride,33.748349,-84.393486,33.524296,-84.362082,15.586
374,Jonesboro Park and Ride,Hampton Park and Ride,33.524296,-84.362082,33.381316,-84.299131,10.525
392,Baker St at Williams St,Mall of Georgia Park and Ride,33.762355,-84.390278,34.067771,-83.982602,31.492
394,Hamilton Mill Park and Ride,Mall of Georgia Park and Ride,34.0752,-83.921589,34.067771,-83.982602,3.53
395,Mall of Georgia Park and Ride,Williams St at Baker St,34.067771,-83.982602,33.762462,-84.390664,31.503
396,Williams St at Baker St,John Portman Blvd at Peachtree St,33.762462,-84.390664,33.760919,-84.387842,0.194
397,John Portman Blvd at Peachtree St,John Portman Blvd at Courtland St,33.760919,-84.387842,33.760901,-84.384659,0.183
412,Jonesboro Park and Ride,Central Ave at Garnett St,33.524296,-84.362082,33.747592,-84.392123,15.525
440,Hiram Park and Ride,Powder Springs Park and Ride,33.885265,-84.739201,33.867512,-84.701564,2.483
441,Powder Springs Park and Ride,Thornton Rd (S) at Bankhead Hwy,33.867512,-84.701564,33.797373,-84.643698,5.875
442,Thornton Rd (S) at Bankhead Hwy,Thornton Rd (S) at Maxham Rd,33.797373,-84.643698,33.789376,-84.623716,1.273
443,Thornton Rd (S) at Maxham Rd,Thornton Rd at Skyview Dr,33.789376,-84.623716,33.78194,-84.608867,0.996
444,Thornton Rd at Skyview Dr,Thornton Rd (S) at North Blairs Bridge Rd,33.78194,-84.608867,33.779478,-84.607226,0.194
445,Thornton Rd (S) at North Blairs Bridge Rd,Ted Turner Dr (N) at Brotherton St,33.779478,-84.607226,33.748891,-84.397938,12.206
477,Sugarloaf Mills GCT Park and Ride,Xpress Sugarloaf Mills P&R,33.983528,-84.084139,33.978183,-84.084377,0.37
478,Xpress Sugarloaf Mills P&R,Lindbergh Center Station,33.978183,-84.084377,33.821361,-84.36904,19.594
491,Civic Center Station (SB),BrandsMart Park and Ride,33.766146,-84.387608,33.547074,-84.285489,16.236
514,McDonough Park and Ride,Central Ave at Garnett St,33.416873,-84.181227,33.747592,-84.392123,25.875
531,Panola Rd Park and Ride,Ted Turner Dr (N) at Brotherton St,33.702199,-84.173405,33.748891,-84.397938,13.3
552,East Conyers Park and Ride,West Conyers Park and Ride (MT/Peri),33.641222,-83.986899,33.68514,-84.057062,5.049
553,West Conyers Park and Ride (MT/Peri),Panola Rd Park and Ride,33.68514,-84.057062,33.702199,-84.173405,6.791
554,Panola Rd Park and Ride,Civic Center Station (NB),33.702199,-84.173405,33.766731,-84.387403,13.08
584,Medical Center Station,Peachtree-Dunwoody Rd at Concourse Pkwy,33.910562,-84.351482,33.916887,-84.351407,0.437
585,Medical Center Station,Peachtree-Dunwoody Rd at Concourse Pkwy,33.910562,-84.351482,33.916068,-84.351139,0.381
586,Peachtree-Dunwoody Rd at Concourse Pkwy,Dunwoody Station,33.916887,-84.351407,33.921365,-84.344273,0.513
587,Peachtree-Dunwoody Rd at Concourse Pkwy,Dunwoody Station,33.916068,-84.351139,33.921365,-84.344273,0.538
588,Dunwoody Station,Panola Rd Park and Ride,33.921365,-84.344273,33.702199,-84.173405,18.043
589,Panola Rd Park and Ride,West Conyers Park and Ride (MT/Peri),33.702199,-84.173405,33.68514,-84.057062,6.791
623,Ted Turner Dr (S) at Brotherton St,Panola Rd Park and Ride,33.749065,-84.398154,33.702199,-84.173405,13.315
624,Panola Rd Park and Ride,West Conyers Park and Ride (DT),33.702199,-84.173405,33.685268,-84.059012,6.679
625,West Conyers Park and Ride (DT),East Conyers Park and Ride,33.685268,-84.059012,33.641222,-83.986899,5.144
626,Hampton Park and Ride,Jonesboro Park and Ride,33.381316,-84.299131,33.524296,-84.362082,10.525
668,Mall of Georgia Park and Ride,Civic Center Station (NB),34.067771,-83.982602,33.766731,-84.387403,31.167
677,Acworth Park and Ride,Town Center/Big Shanty Park and Ride,34.077262,-84.65646,34.026778,-84.571143,6.002
678,Town Center/Big Shanty Park and Ride,Williams St at Baker St,34.026778,-84.571143,33.762462,-84.390664,20.992
699,Dunwoody Station,Perimeter Center Pkwy Office Park (N),33.921365,-84.344273,33.925559,-84.345089,0.294
700,Perimeter Center Pkwy Office Park (N),Perimeter Center at Perimeter Center Pkwy,33.925559,-84.345089,33.92759,-84.34409,0.152
701,Perimeter Center at Perimeter Center Pkwy,Sandy Springs Station,33.92759,-84.34409,33.931592,-84.350765,0.472
702,Sandy Springs Station,Cumming Park and Ride,33.931592,-84.350765,34.181736,-84.142303,21.003
846,Pryor St at Garnett St,Riverdale Park and Ride,33.748349,-84.393486,33.567953,-84.403448,12.477
895,Peachtree Center Ave at Andrew Young Int'l Blvd,Peachtree Center Ave at Peachtree St,33.759602,-84.386002,33.76348,-84.385935,0.268
896,Peachtree Center Ave at Peachtree St,Peachtree St at Renaissance Pkwy,33.76348,-84.385935,33.768489,-84.38521,0.349
897,Peachtree St at Renaissance Pkwy,Ponce De Leon Ave at W Peachtree St,33.768489,-84.38521,33.772409,-84.387619,0.304
898,Ponce De Leon Ave at W Peachtree St,Spring St just before Linden Ave,33.772409,-84.387619,33.770226,-84.38896,0.169
899,Spring St just before Linden Ave,Dacula Park and Ride (Hebron Church),33.770226,-84.38896,33.998767,-83.907051,31.834
937,Baker St at Williams St,Hickory Grove Park and Ride,33.762355,-84.390278,34.06581,-84.610719,24.482
949,Spring St just before Linden Ave,Panola Rd Park and Ride,33.770226,-84.38896,33.702199,-84.173405,13.247
951,West Conyers Park and Ride (MT/Peri),East Conyers Park and Ride,33.68514,-84.057062,33.641222,-83.986899,5.049
1027,Ted Turner Dr (S) at Brotherton St,Douglas MMTC Park and Ride,33.749065,-84.398154,33.743237,-84.726142,18.848
1028,Douglas MMTC Park and Ride,West Douglas Park and Ride,33.743237,-84.726142,33.723283,-84.773527,3.052
1029,Snellville Park and Ride,Hewatt Rd Park and Ride,33.854053,-84.014637,33.839357,-84.059862,2.787
1030,Hewatt Rd Park and Ride,Stone Mountain Park and Ride,33.839357,-84.059862,33.822687,-84.110042,3.102
1031,Stone Mountain Park and Ride,Ted Turner Dr (N) at Brotherton St,33.822687,-84.110042,33.748891,-84.397938,17.301
1094,Arts Center  Station,Sugarloaf Mills GCT Park and Ride,33.789216,-84.387692,33.983528,-84.084139,21.986
1096,Cumming Park and Ride,Sandy Springs Station,34.181736,-84.142303,33.931592,-84.350765,21.003
1097,Sandy Springs Station,Perimeter Center West at Perimeter Center Pkwy,33.931592,-84.350765,33.927487,-84.344202,0.471
1098,Perimeter Center West at Perimeter Center Pkwy,Perimeter Center Pkwy Office Park (S),33.927487,-84.344202,33.925596,-84.345206,0.143
1099,Perimeter Center Pkwy Office Park (S),Dunwoody Station,33.925596,-84.345206,33.921365,-84.344273,0.297
1100,Dunwoody Station,Peachtree-Dunwoody Rd at Concourse Pkwy,33.921365,-84.344273,33.916887,-84.351407,0.513
1101,Dunwoody Station,Peachtree-Dunwoody Rd at Concourse Pkwy,33.921365,-84.344273,33.916068,-84.351139,0.538
1102,Peachtree-Dunwoody Rd at Concourse Pkwy,Medical Center Station,33.916887,-84.351407,33.910562,-84.351482,0.437
1103,Peachtree-Dunwoody Rd at Concourse Pkwy,Medical Center Station,33.916068,-84.351139,33.910562,-84.351482,0.381
1160,West Conyers Park and Ride (DT),Ted Turner Dr (N) at Brotherton St,33.685268,-84.059012,33.748891,-84.397938,19.969
1189,Arts Center  Station,17th St at Spring St,33.789216,-84.387692,33.791963,-84.389041,0.205
1190,17th St at Spring St,17th St at Market St,33.791963,-84.389041,33.791329,-84.394773,0.332
1191,17th St at Market St,Town Center/Big Shanty Park and Ride,33.791329,-84.394773,34.026778,-84.571143,19.156
1192,Town Center/Big Shanty Park and Ride,Woodstock Park and Ride,34.026778,-84.571143,34.081564,-84.541754,4.142
1205,Hickory Grove Park and Ride,Williams St at Baker St,34.06581,-84.610719,33.762462,-84.390664,24.464
1381,Ted Turner Dr (S) at Brotherton St,Thornton Rd (N) at North Blairs Bridge Rd,33.749065,-84.398154,33.779532,-84.60689,12.173
1382,Thornton Rd (N) at North Blairs Bridge Rd,Thornton Rd at Oak Ridge Rd,33.779532,-84.60689,33.783393,-84.609768,0.314
1383,Thornton Rd at Oak Ridge Rd,Thornton Rd (N) at Maxham Rd,33.783393,-84.609768,33.78976,-84.623791,0.918
1384,Thornton Rd (N) at Maxham Rd,Thornton Rd at Westfork Blvd,33.78976,-84.623791,33.792292,-84.6301,0.402
1385,Thornton Rd at Westfork Blvd,Thornton Rd (N) at Bankhead Hwy,33.792292,-84.6301,33.79756,-84.64358,0.855
1386,Thornton Rd (N) at Bankhead Hwy,Powder Springs Park and Ride,33.79756,-84.64358,33.867512,-84.701564,5.868
1387,Powder Springs Park and Ride,Hiram Park and Ride,33.867512,-84.701564,33.885265,-84.739201,2.483
1423,Xpress Sugarloaf Mills P&R,Dunwoody Station,33.978183,-84.084377,33.921365,-84.344273,15.405
1481,Dacula Park and Ride (Hebron Church),North Ave at Peachtree St,33.998767,-83.907051,33.771285,-84.385403,31.621
1681,17th St at Market St,Hickory Grove Park and Ride,33.791329,-84.394773,34.06581,-84.610719,22.648
1739,Mall of Georgia Park and Ride,Sugarloaf Mills GCT Park and Ride,34.067771,-83.982602,33.983528,-84.084139,8.227
1741,Xpress Sugarloaf Mills P&R,Civic Center Station (NB),33.978183,-84.084377,33.766731,-84.387403,22.708
1863,East Conyers Park and Ride,West Conyers Park and Ride (DT),33.641222,-83.986899,33.685268,-84.059012,5.144
1864,West Conyers Park and Ride (DT),Panola Rd Park and Ride,33.685268,-84.059012,33.702199,-84.173405,6.679
1941,Dunwoody Station,Sugarloaf Mills GCT Park and Ride,33.921365,-84.344273,33.983528,-84.084139,15.516
1962,Woodstock Park and Ride,Town Center/Big Shanty Park and Ride,34.081564,-84.541754,34.026778,-84.571143,4.142
1963,Town Center/Big Shanty Park and Ride,Civic Center Station (NB),34.026778,-84.571143,33.766731,-84.387403,20.83
2088,Riverdale Park and Ride,Central Ave at Garnett St,33.567953,-84.403448,33.747592,-84.392123,12.429
2115,Xpress Sugarloaf Mills P&R,Mall of Georgia Park and Ride,33.978183,-84.084377,34.067771,-83.982602,8.502
2299,Lindbergh Center Station,Sugarloaf Mills GCT Park and Ride,33.821361,-84.36904,33.983528,-84.084139,19.811
2366,Stockbridge Park and Ride,Central Ave at Garnett St,33.548174,-84.278993,33.747592,-84.392123,15.238
2596,Woodstock Park and Ride,Williams St at Baker St,34.081564,-84.541754,33.762462,-84.390664,23.689
3032,Hickory Grove Park and Ride,Civic Center Station (NB),34.06581,-84.610719,33.766731,-84.387403,24.31
3044,Panola Rd Park and Ride,Dunwoody Station,33.702199,-84.173405,33.921365,-84.344273,18.043
3106,Spring St just before Linden Ave,Cumming Park and Ride,33.770226,-84.38896,34.181736,-84.142303,31.752
3308,East Conyers Park and Ride,Panola Rd Park and Ride,33.641222,-83.986899,33.702199,-84.173405,11.522
3896,MARIETTA BLVD NW @ MOORES MILL RD NW,BOLTON RD NW @ MOORES MILL RD,33.819344,-84.451044,33.820737,-84.452113,0.114
3897,BOLTON RD NW @ MOORES MILL RD,BOLTON RD NW @ CORONET WAY NW,33.820737,-84.452113,33.820318,-84.449893,0.131
3898,BOLTON RD NW @ CORONET WAY NW,CORONET WAY @ PINE GROVE DR,33.820318,-84.449893,33.818389,-84.44766,0.185
3899,CORONET WAY @ PINE GROVE DR,MARIETTA BLVD NW @ CORONET WAY NW,33.818389,-84.44766,33.816713,-84.446824,0.125
3900,MARIETTA BLVD NW @ CORONET WAY NW,MARIETTA BLVD @ 2210,33.816713,-84.446824,33.815325,-84.443474,0.215
3901,MARIETTA BLVD @ 2210,MARIETTA BLVD NW @ 2130,33.815325,-84.443474,33.813656,-84.44002,0.229
3902,MARIETTA BLVD NW @ 2130,MARIETTA BLVD @ CHATTAHOOCHEE AVE,33.813656,-84.44002,33.810494,-84.438824,0.229
3903,MARIETTA BLVD NW @ 2130,MARIETTA BLVD @ CHATTAHOOCHEE AVE,33.813656,-84.44002,33.810288,-84.438693,0.245
3904,MARIETTA BLVD @ CHATTAHOOCHEE AVE,MARIETTA BLVD @ PLYMOUTH RD,33.810494,-84.438824,33.805545,-84.43725,0.354
3905,MARIETTA BLVD @ CHATTAHOOCHEE AVE,MARIETTA BLVD @ PLYMOUTH RD,33.810494,-84.438824,33.805501,-84.437457,0.354
3906,MARIETTA BLVD @ CHATTAHOOCHEE AVE,MARIETTA BLVD @ PLYMOUTH RD,33.810288,-84.438693,33.805545,-84.43725,0.338
3907,MARIETTA BLVD @ CHATTAHOOCHEE AVE,MARIETTA BLVD @ PLYMOUTH RD,33.810288,-84.438693,33.805501,-84.437457,0.338
3908,MARIETTA BLVD @ PLYMOUTH RD,MARIETTA BLVD @ CARROLL DR,33.805545,-84.43725,33.802324,-84.436256,0.23
3909,MARIETTA BLVD @ PLYMOUTH RD,MARIETTA BLVD @ CARROLL DR,33.805545,-84.43725,33.802226,-84.43631,0.236
3910,MARIETTA BLVD @ PLYMOUTH RD,MARIETTA BLVD @ CARROLL DR,33.805501,-84.437457,33.802324,-84.436256,0.23
3911,MARIETTA BLVD @ PLYMOUTH RD,MARIETTA BLVD @ CARROLL DR,33.805501,-84.437457,33.802226,-84.43631,0.236
3912,MARIETTA BLVD @ CARROLL DR,MARIETTA BLVD @ 1650,33.802324,-84.436256,33.800293,-84.435491,0.147
3913,MARIETTA BLVD @ CARROLL DR,MARIETTA BLVD @ 1650,33.802226,-84.43631,33.800293,-84.435491,0.142
3914,MARIETTA BLVD @ 1650,MARIETTA BLVD @ 1594,33.800293,-84.435491,33.798272,-84.434183,0.159
3915,MARIETTA BLVD @ 1594,MARIETTA BLVD @ TACOMA DR,33.798272,-84.434183,33.794828,-84.431938,0.271
3916,MARIETTA BLVD @ 1594,MARIETTA BLVD @ TACOMA DR,33.798272,-84.434183,33.794935,-84.432112,0.259
3917,MARIETTA BLVD @ TACOMA DR,MARIETTA BLVD @ ELAINE AVE,33.794828,-84.431938,33.791786,-84.430271,0.231
3918,MARIETTA BLVD @ TACOMA DR,MARIETTA BLVD @ ELAINE AVE,33.794935,-84.432112,33.791786,-84.430271,0.242
3919,MARIETTA BLVD @ ELAINE AVE,W MARIETTA ST NW @ RICE ST NW,33.791786,-84.430271,33.785946,-84.426788,0.45
3920,W MARIETTA ST NW @ RICE ST NW,W MARIETTA ST NW @ LONGLEY AVE NW,33.785946,-84.426788,33.785328,-84.424187,0.155
3921,W MARIETTA ST NW @ RICE ST NW,W MARIETTA ST NW @ LONGLEY AVE NW,33.785946,-84.426788,33.785523,-84.423791,0.175
3922,W MARIETTA ST NW @ LONGLEY AVE NW,W MARIETTA ST NW @ HERNDON ST NW,33.785328,-84.424187,33.785076,-84.421493,0.156
3923,W MARIETTA ST NW @ LONGLEY AVE NW,W MARIETTA ST NW @ HERNDON ST NW,33.785523,-84.423791,33.785076,-84.421493,0.136
3924,W MARIETTA ST NW @ HERNDON ST NW,W MARIETTA ST NW @ JOSEPH E LOWERY BLVD NW,33.785076,-84.421493,33.783371,-84.417833,0.241
3925,W MARIETTA ST NW @ JOSEPH E LOWERY BLVD NW,JOSEPH E LOWERY BLVD @ 841,33.783371,-84.417833,33.779969,-84.417278,0.237
3926,W MARIETTA ST NW @ JOSEPH E LOWERY BLVD NW,JOSEPH E LOWERY BLVD @ 841,33.783371,-84.417833,33.779559,-84.417391,0.265
3927,JOSEPH E LOWERY BLVD @ 841,JOSEPH E LOWERY BLVD @ WHEELER ST,33.779969,-84.417278,33.774334,-84.417408,0.389
3928,JOSEPH E LOWERY BLVD @ 841,JOSEPH E LOWERY BLVD @ WHEELER ST,33.779559,-84.417391,33.774334,-84.417408,0.361
3929,JOSEPH E LOWERY BLVD @ WHEELER ST,JOSEPH E LOWERY BLVD NW @ FOX ST NW,33.774334,-84.417408,33.771989,-84.417447,0.162
3930,JOSEPH E LOWERY BLVD @ WHEELER ST,JOSEPH E LOWERY BLVD NW @ FOX ST NW,33.774334,-84.417408,33.772124,-84.417336,0.153
3931,JOSEPH E LOWERY BLVD NW @ FOX ST NW,JOSEPH E LOWERY BLVD NW @ NORTH AVE NW,33.771989,-84.417447,33.770083,-84.417431,0.132
3932,JOSEPH E LOWERY BLVD NW @ FOX ST NW,JOSEPH E LOWERY BLVD NW @ NORTH AVE NW,33.771989,-84.417447,33.76994,-84.417355,0.142
3933,JOSEPH E LOWERY BLVD NW @ FOX ST NW,JOSEPH E LOWERY BLVD NW @ NORTH AVE NW,33.772124,-84.417336,33.770083,-84.417431,0.141
3934,JOSEPH E LOWERY BLVD NW @ FOX ST NW,JOSEPH E LOWERY BLVD NW @ NORTH AVE NW,33.772124,-84.417336,33.76994,-84.417355,0.151
3935,JOSEPH E LOWERY BLVD NW @ NORTH AVE NW,JOSEPH E LOWERY BLVD NW @ NEAL ST NW,33.770083,-84.417431,33.766449,-84.417481,0.251
3936,JOSEPH E LOWERY BLVD NW @ NORTH AVE NW,JOSEPH E LOWERY BLVD NW @ NEAL ST NW,33.770083,-84.417431,33.767004,-84.417385,0.213
3937,JOSEPH E LOWERY BLVD NW @ NORTH AVE NW,JOSEPH E LOWERY BLVD NW @ NEAL ST NW,33.76994,-84.417355,33.766449,-84.417481,0.241
3938,JOSEPH E LOWERY BLVD NW @ NORTH AVE NW,JOSEPH E LOWERY BLVD NW @ NEAL ST NW,33.76994,-84.417355,33.767004,-84.417385,0.203
3939,JOSEPH E LOWERY BLVD NW @ NEAL ST NW,JOSEPH E LOWERY BLVD NW @ JOSEPH E BOONE BLVD,33.766449,-84.417481,33.762968,-84.417543,0.241
3940,JOSEPH E LOWERY BLVD NW @ NEAL ST NW,JOSEPH E LOWERY BLVD NW @ JOSEPH E BOONE BLVD,33.766449,-84.417481,33.763372,-84.417427,0.213
3941,JOSEPH E LOWERY BLVD NW @ NEAL ST NW,JOSEPH E LOWERY BLVD NW @ JOSEPH E BOONE BLVD,33.767004,-84.417385,33.762968,-84.417543,0.279
3942,JOSEPH E LOWERY BLVD NW @ NEAL ST NW,JOSEPH E LOWERY BLVD NW @ JOSEPH E BOONE BLVD,33.767004,-84.417385,33.763372,-84.417427,0.251
3943,JOSEPH E LOWERY BLVD NW @ JOSEPH E BOONE BLVD,JOSEPH E LOWERY BLVD NW @ THURMOND ST NW,33.762968,-84.417543,33.760434,-84.417529,0.175
3944,JOSEPH E LOWERY BLVD NW @ JOSEPH E BOONE BLVD,JOSEPH E LOWERY BLVD NW @ THURMOND ST NW,33.762968,-84.417543,33.760255,-84.417441,0.188
3945,JOSEPH E LOWERY BLVD NW @ JOSEPH E BOONE BLVD,JOSEPH E LOWERY BLVD NW @ THURMOND ST NW,33.763372,-84.417427,33.760434,-84.417529,0.203
3946,JOSEPH E LOWERY BLVD NW @ JOSEPH E BOONE BLVD,JOSEPH E LOWERY BLVD NW @ THURMOND ST NW,33.763372,-84.417427,33.760255,-84.417441,0.215
3947,JOSEPH E LOWERY BLVD NW @ THURMOND ST NW,JOSEPH E LOWERY BLVD NW @ MAYSON TURNER RD NW,33.760434,-84.417529,33.75808,-84.417569,0.163
3948,JOSEPH E LOWERY BLVD NW @ THURMOND ST NW,JOSEPH E LOWERY BLVD NW @ MAYSON TURNER RD NW,33.760255,-84.417441,33.75808,-84.417569,0.15
3949,JOSEPH E LOWERY BLVD NW @ MAYSON TURNER RD NW,ASHBY STATION - SOUTHBOUND,33.75808,-84.417569,33.756281,-84.417724,0.125
3950,ASHBY STATION - SOUTHBOUND,JOSEPH E LOWERY BLVD @ BECKWITH ST SW,33.756281,-84.417724,33.752569,-84.4176,0.257
3951,ASHBY STATION - SOUTHBOUND,JOSEPH E LOWERY BLVD @ BECKWITH ST SW,33.756281,-84.417724,33.752044,-84.417511,0.293
3952,JOSEPH E LOWERY BLVD @ BECKWITH ST SW,JOSEPH E LOWERY BLVD @ PARSONS ST SW,33.752569,-84.4176,33.751178,-84.417612,0.096
3953,JOSEPH E LOWERY BLVD @ BECKWITH ST SW,JOSEPH E LOWERY BLVD @ PARSONS ST SW,33.752569,-84.4176,33.750616,-84.417473,0.135
3954,JOSEPH E LOWERY BLVD @ BECKWITH ST SW,JOSEPH E LOWERY BLVD @ PARSONS ST SW,33.752044,-84.417511,33.751178,-84.417612,0.06
3955,JOSEPH E LOWERY BLVD @ BECKWITH ST SW,JOSEPH E LOWERY BLVD @ PARSONS ST SW,33.752044,-84.417511,33.750616,-84.417473,0.099
3956,JOSEPH E LOWERY BLVD @ PARSONS ST SW,JOSEPH E LOWERY BLVD @ ASHBY GRV SW,33.751178,-84.417612,33.750004,-84.417604,0.081
3957,JOSEPH E LOWERY BLVD @ PARSONS ST SW,JOSEPH E LOWERY BLVD @ ASHBY GRV SW,33.750616,-84.417473,33.750004,-84.417604,0.043
3958,JOSEPH E LOWERY BLVD @ ASHBY GRV SW,JOSEPH E LOWERY BLVD @ FAIR ST SW,33.750004,-84.417604,33.749212,-84.417594,0.055
3959,JOSEPH E LOWERY BLVD @ FAIR ST SW,JOSEPH E LOWERY BLVD SW @ WESTVIEW DR SW,33.749212,-84.417594,33.746833,-84.417615,0.164
3960,JOSEPH E LOWERY BLVD SW @ WESTVIEW DR SW,JOSEPH E LOWERY BLVD @ SELLS AVE SW,33.746833,-84.417615,33.745569,-84.417616,0.087
3961,JOSEPH E LOWERY BLVD SW @ WESTVIEW DR SW,JOSEPH E LOWERY BLVD @ SELLS AVE SW,33.746833,-84.417615,33.745323,-84.417492,0.105
3962,JOSEPH E LOWERY BLVD @ SELLS AVE SW,JOSEPH E LOWERY BLVD @ LUCILE AVE SW,33.745569,-84.417616,33.742445,-84.417692,0.216
3963,JOSEPH E LOWERY BLVD @ SELLS AVE SW,JOSEPH E LOWERY BLVD @ LUCILE AVE SW,33.745323,-84.417492,33.742445,-84.417692,0.199
3964,JOSEPH E LOWERY BLVD @ LUCILE AVE SW,JOSEPH E LOWERY BLVD @ 577,33.742445,-84.417692,33.73929,-84.417629,0.218
3965,JOSEPH E LOWERY BLVD @ LUCILE AVE SW,JOSEPH E LOWERY BLVD @ 577,33.742445,-84.417692,33.739363,-84.417743,0.213
3966,JOSEPH E LOWERY BLVD @ 577,RALPH D ABERNATHY BLVD SW @ EVANS ST,33.73929,-84.417629,33.738149,-84.415804,0.131
